TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
154.24,2023-11-06 16:19:31,1,23,0,61.0,2,82.0,1.0,6109.55,2024-11-04 08:08:33,2
233.44,2023-01-20 16:23:48,1,6,2,20.0,3,297.0,1.0,1691.88,2024-11-04 08:07:54,1
141.8,2023-11-15 18:56:02,1,6,0,18.0,3,116.0,1.0,1697.67,2024-11-04 08:08:34,0
209.03,2023-10-09 18:20:39,1,11,1,55.0,1,126.0,1.0,8359.5,,3
1137.63,2023-02-14 16:55:26,1,3,0,26.0,3,144.0,1.0,1629.12,2024-11-04 08:08:03,0
261.14,2023-05-15 18:44:04,1,35,1,42.0,1,162.0,1.0,6100.08,2024-11-04 08:08:53,1
101.81,2023-06-29 17:51:45,1,13,0,45.0,0,105.0,1.0,13872.03,2024-11-04 08:11:23,3
98.71,2023-09-18 17:41:29,1,13,0,32.0,0,117.0,1.0,10095.23,2024-11-04 08:07:42,3
87.38,2023-03-03 18:23:29,1,1,1,21.0,3,252.0,1.0,1504.99,2024-11-04 08:09:45,0
83.39,2023-09-18 16:00:54,1,29,1,32.0,0,158.0,1.0,13182.11,2024-11-04 08:12:20,3
267.55,2023-06-13 16:06:05,1,5,2,46.0,1,40.0,1.0,4330.04,2024-11-04 08:12:03,2
870.05,2023-08-31 16:42:18,1,12,0,29.0,0,39.0,1.0,905.25,2024-11-04 08:11:02,0
154.32,2024-01-01 16:53:32,0,40,0,38.0,1,112.0,1.0,6972.5,2024-11-04 08:11:43,3
164.51,2023-06-05 18:09:44,1,21,1,78.0,2,110.0,1.0,3553.69,2024-11-04 08:07:10,2
758.12,2023-07-03 18:46:29,1,37,0,69.0,2,90.0,1.0,6164.65,2024-11-04 08:11:14,2
103.76,2023-03-29 16:20:33,1,18,2,28.0,1,188.0,1.0,9626.14,2024-11-04 08:11:31,3
583.92,2023-08-01 16:11:52,1,18,2,55.0,1,139.0,1.0,6364.14,2024-11-04 08:06:32,2
204.06,2023-01-02 16:07:17,1,42,2,77.0,2,159.0,1.0,4351.83,2024-11-04 08:07:22,2
53.51,2023-10-26 16:54:32,1,27,2,56.0,2,165.0,1.0,5773.5,2024-11-04 08:11:18,1
1108.46,2023-08-31 16:16:15,1,20,1,30.0,1,262.0,1.0,9257.04,2024-11-04 08:06:36,1
52.95,2023-08-07 18:02:59,0,5,2,68.0,3,14.0,1.0,6335.58,2024-11-04 08:07:52,2
120.17,2023-08-08 17:07:42,1,32,0,49.0,0,105.0,1.0,5403.79,2024-11-04 08:11:50,2
220.8,2023-09-06 18:43:52,1,16,2,31.0,1,28.0,1.0,8135.31,2024-11-04 08:10:00,3
119.01,2023-03-13 17:26:41,1,30,0,45.0,0,87.0,1.0,9798.26,2024-11-04 08:09:17,3
183.32,2023-05-10 16:27:51,1,33,0,21.0,3,74.0,1.0,137.42,2024-11-04 08:09:31,0
858.88,2023-08-22 16:31:34,1,17,2,60.0,1,227.0,1.0,7015.46,2024-11-04 08:12:11,1
11.46,2023-02-13 16:53:17,0,37,2,41.0,1,128.0,1.0,2356.71,2024-11-04 08:09:16,0
61.37,2023-02-06 16:54:19,1,8,1,75.0,2,164.0,1.0,4294.44,2024-11-04 08:10:55,2
103.08,2023-02-27 16:48:02,0,25,1,49.0,1,150.0,1.0,9251.38,2024-11-04 08:06:42,3
1.21,2023-08-21 17:19:06,1,1,1,55.0,2,196.0,1.0,7542.74,2024-11-04 08:11:34,1
425.18,2023-10-04 16:00:54,0,7,2,26.0,1,172.0,1.0,9880.71,2024-11-04 08:08:39,3
60.96,2023-10-23 16:35:48,1,7,0,52.0,2,238.0,1.0,6189.24,2024-11-04 08:09:58,1
64.21,2023-01-09 16:36:16,1,29,0,51.0,0,37.0,1.0,12540.18,2024-11-04 08:09:24,3
523.02,2023-05-19 18:32:45,1,17,2,53.0,2,83.0,1.0,4586.11,2024-11-04 08:06:38,2
50.26,2023-11-09 17:51:35,1,19,1,65.0,2,164.0,1.0,1519.38,2024-11-04 08:10:47,2
110.08,2023-11-20 17:15:13,1,11,1,19.0,3,95.0,1.0,1447.26,2024-11-04 08:08:19,0
54.47,2023-11-13 17:47:07,0,30,1,23.0,3,34.0,1.0,1131.42,2024-11-04 08:11:15,0
79.76,2023-04-03 16:25:35,1,18,2,68.0,0,115.0,1.0,10278.75,2024-11-04 08:08:14,3
16.79,2023-11-06 16:42:34,0,11,2,30.0,0,146.0,1.0,535.15,2024-11-04 08:11:01,0
1531.31,2023-10-23 18:00:29,1,36,2,18.0,3,62.0,4.0,859.86,2024-11-04 08:06:40,0
68.62,2023-06-29 16:57:52,1,29,1,29.0,0,157.0,1.0,13891.47,2024-11-04 08:10:59,3
211.36,2023-03-13 17:34:30,1,27,1,20.0,3,280.0,1.0,1545.77,2024-11-04 08:07:27,0
643.38,2023-11-06 17:19:21,0,11,2,18.0,3,105.0,1.0,1046.74,2024-11-04 08:12:01,0
328.34,2023-10-12 16:17:47,0,36,2,42.0,1,31.0,1.0,2840.45,2024-11-04 08:09:00,0
72.68,2023-07-21 17:56:49,1,39,2,69.0,2,44.0,1.0,6216.77,2024-11-04 08:10:20,2
354.76,2023-05-17 16:30:05,1,11,1,51.0,0,279.0,1.0,10141.92,2024-11-04 08:07:39,1
793.88,2023-02-22 16:17:29,0,20,0,22.0,3,252.0,1.0,1404.06,2024-11-04 08:07:13,0
29.22,2023-02-27 18:33:48,1,11,0,27.0,1,69.0,1.0,7795.79,2024-11-04 08:10:28,3
653.97,2023-10-04 17:41:08,1,24,1,37.0,1,100.0,1.0,3886.65,2024-11-04 08:11:57,0
366.43,2023-01-30 16:38:59,0,32,2,21.0,3,92.0,1.0,1560.45,2024-11-04 08:09:38,0
120.86,2023-11-16 17:57:45,1,7,2,33.0,0,162.0,4.0,13566.58,2024-11-04 08:11:48,3
233.74,2023-02-13 16:43:40,1,4,2,72.0,2,142.0,1.0,4749.54,2024-11-04 08:06:27,2
471.84,2023-09-29 17:31:24,1,33,0,18.0,3,138.0,1.0,1044.33,2024-11-04 08:08:45,0
213.4,2023-08-14 16:40:38,0,13,1,73.0,2,100.0,1.0,2012.24,2024-11-04 08:09:27,2
254.21,2023-05-22 16:48:08,1,31,0,48.0,1,46.0,1.0,2487.2,2024-11-04 08:10:50,2
577.73,2023-11-10 16:26:28,1,38,0,37.0,0,63.0,1.0,14977.99,2024-11-04 08:06:37,3
170.26,2023-09-25 16:58:25,1,6,0,27.0,3,265.0,1.0,1969.48,2024-11-04 08:07:32,1
337.73,2023-05-23 17:12:39,1,35,2,78.0,2,107.0,4.0,7001.2,2024-11-04 08:07:28,2
330.61,2023-07-06 16:04:39,0,26,1,64.0,2,113.0,1.0,2525.25,2024-11-04 08:10:34,2
132.33,2023-11-10 16:32:24,0,31,0,35.0,1,47.0,1.0,7457.94,2024-11-04 08:08:40,3
672.74,2023-08-10 16:39:33,0,7,1,46.0,1,118.0,1.0,4734.110000000001,2024-11-04 08:11:42,2
74.04,2023-02-23 18:23:29,1,22,2,18.0,3,66.0,1.0,1690.23,2024-11-04 08:11:29,0
197.18,2023-05-09 16:47:42,1,40,2,28.0,1,135.0,1.0,3114.92,2024-11-04 08:10:02,0
21.15,2023-11-20 16:06:10,1,8,1,70.0,2,180.0,1.0,3466.74,2024-11-04 08:09:46,2
218.37,2023-06-05 16:27:31,1,15,0,62.0,0,112.0,1.0,9942.24,2024-11-04 08:10:54,3
590.01,2023-02-06 16:42:16,1,38,2,29.0,0,140.0,3.0,9791.74,2024-11-04 08:07:46,3
697.82,2023-11-27 16:10:37,1,27,2,44.0,1,153.0,1.0,6824.0,2024-11-04 08:07:11,1
302.76,2023-11-16 17:14:01,1,34,0,38.0,1,88.0,3.0,8583.39,2024-11-04 08:11:08,3
148.0,2023-01-23 16:48:16,1,40,1,20.0,3,35.0,1.0,1488.65,2024-11-04 08:06:39,0
22.26,2023-01-30 18:50:00,1,35,1,19.0,3,56.0,1.0,5583.88,2024-11-04 08:08:53,0
0.86,2023-02-13 17:49:27,1,7,0,25.0,3,139.0,1.0,1357.22,2024-11-04 08:12:22,0
757.1,2023-01-23 17:22:25,1,1,1,65.0,0,203.0,1.0,10553.23,2024-11-04 08:11:06,1
38.81,2023-04-28 18:52:30,0,41,2,25.0,3,145.0,1.0,1619.6,2024-11-04 08:12:12,0
76.51,2023-04-03 16:01:51,0,23,2,49.0,1,120.0,4.0,9475.4,2024-11-04 08:07:51,3
32.46,2023-03-10 18:59:46,1,5,2,31.0,0,10.0,1.0,8656.18,2024-11-04 08:09:33,3
1022.75,2023-01-19 16:45:16,0,38,1,62.0,0,158.0,1.0,207.74,2024-11-04 08:10:47,2
20.64,2023-04-20 16:01:05,1,5,1,22.0,3,59.0,1.0,949.38,2024-11-04 08:09:17,0
662.11,2023-02-02 16:52:26,1,1,1,23.0,3,219.0,1.0,1996.38,2024-11-04 08:07:34,0
288.77,2023-11-13 16:42:16,1,20,1,55.0,1,110.0,1.0,8836.51,2024-11-04 08:09:44,3
35.05,2023-09-27 18:52:36,1,4,1,30.0,0,105.0,1.0,14330.47,2024-11-04 08:07:17,3
214.73,2023-11-10 18:28:09,0,20,0,46.0,0,26.0,1.0,5368.42,2024-11-04 08:07:39,2
25.38,2023-10-23 16:03:09,1,21,1,57.0,1,66.0,1.0,8616.05,2024-11-04 08:11:41,3
617.66,2023-01-30 16:34:16,1,22,0,41.0,1,40.0,1.0,5906.58,2024-11-04 08:10:17,3
446.39,2023-12-12 17:41:53,1,15,0,63.0,2,77.0,1.0,7863.6,2024-11-04 08:07:42,2
377.92,2023-02-22 17:29:36,1,33,1,33.0,1,204.0,1.0,2254.71,2024-11-04 08:06:53,0
11.04,2023-02-13 18:17:28,1,31,2,30.0,1,43.0,1.0,6983.04,2024-11-04 08:10:40,3
275.46,2023-07-24 17:09:05,1,13,0,36.0,0,67.0,1.0,9697.75,2024-11-04 08:12:13,3
179.76,2023-07-12 16:11:30,1,30,2,78.0,2,81.0,1.0,5909.52,2024-11-04 08:09:23,2
32.34,2023-06-21 16:52:25,1,18,1,44.0,0,45.0,1.0,7847.62,2024-11-04 08:09:28,3
273.92,2023-07-04 17:50:02,1,32,1,79.0,2,109.0,1.0,4543.56,2024-11-04 08:11:48,2
375.45,2023-12-05 17:57:39,1,13,1,19.0,3,32.0,1.0,1307.23,2024-11-04 08:08:31,0
388.98,2023-08-21 17:10:10,1,14,0,23.0,3,155.0,1.0,1819.91,2024-11-04 08:08:32,0
492.84,2023-03-01 17:43:22,1,16,0,25.0,3,38.0,1.0,577.67,2024-11-04 08:09:23,0
148.85,2023-11-29 16:46:49,1,23,0,57.0,0,25.0,1.0,7802.36,2024-11-04 08:08:44,2
211.36,2023-04-10 17:53:04,0,30,1,62.0,2,47.0,5.0,2596.61,2024-11-04 08:10:27,2
391.66,2023-07-10 17:29:39,1,13,1,50.0,1,103.0,1.0,2406.31,2024-11-04 08:06:44,2
185.99,2023-04-24 16:49:48,0,14,1,41.0,1,53.0,1.0,402.45,2024-11-04 08:09:44,0
322.48,2023-03-13 16:10:41,1,17,0,27.0,3,57.0,1.0,1238.43,2024-11-04 08:11:25,0
20.27,2023-12-04 16:27:40,1,24,1,18.0,3,22.0,1.0,796.35,2024-11-04 08:09:38,0
280.61,2023-11-27 16:37:11,1,23,0,47.0,1,129.0,3.0,7888.76,2024-11-04 08:10:47,3
199.02,2023-05-29 16:31:37,1,15,0,61.0,2,269.0,1.0,4658.89,2024-11-04 08:07:21,1
104.23,2023-10-17 16:41:39,0,21,2,63.0,2,108.0,1.0,5009.29,2024-11-04 08:09:45,2
353.59,2023-08-11 17:57:52,0,27,1,52.0,2,109.0,5.0,1822.34,2024-11-04 08:10:53,2
55.86,2023-01-23 17:18:16,1,39,2,39.0,1,68.0,1.0,5346.46,2024-11-04 08:06:59,3
10.77,2023-03-08 16:58:31,1,16,0,31.0,0,178.0,1.0,10704.95,2024-11-04 08:10:45,3
95.55,2023-04-10 16:25:15,1,21,1,33.0,1,51.0,1.0,2434.74,2024-11-04 08:10:13,0
477.07,2023-11-27 16:30:37,1,8,2,27.0,1,278.0,1.0,6568.07,2024-11-04 08:07:34,1
9.1,2023-03-02 16:09:39,0,13,2,52.0,2,63.0,1.0,2791.45,2024-11-04 08:09:56,2
21.41,2023-12-04 16:27:03,1,21,2,57.0,0,99.0,1.0,658.91,2024-11-04 08:08:40,2
278.28,2023-10-02 16:20:52,1,17,1,28.0,3,26.0,1.0,1346.88,2024-11-04 08:07:37,0
388.1,2023-08-21 18:06:59,0,20,2,73.0,2,40.0,1.0,3022.12,2024-11-04 08:07:32,2
215.39,2023-06-21 16:23:53,1,11,0,27.0,3,216.0,1.0,1582.55,2024-11-04 08:11:13,0
194.37,2023-04-26 17:55:11,1,25,0,66.0,0,161.0,1.0,14395.88,2024-11-04 08:09:28,3
37.7,2023-06-29 16:04:17,1,24,0,20.0,3,109.0,1.0,1741.1,2024-11-04 08:12:08,0
19.59,2023-06-16 18:47:34,1,5,1,64.0,2,122.0,1.0,1061.69,2024-11-04 08:10:31,2
81.35,2023-01-23 17:39:08,1,15,2,41.0,1,103.0,1.0,7192.45,2024-11-04 08:07:04,3
314.54,2023-09-29 16:34:03,0,41,1,58.0,1,228.0,1.0,9923.45,2024-11-04 08:11:02,1
466.64,2023-09-04 16:57:31,1,19,0,58.0,0,11.0,1.0,10915.11,2024-11-04 08:09:20,3
397.01,2023-08-07 17:45:52,1,20,0,22.0,3,100.0,1.0,719.52,,0
472.48,2023-02-27 17:06:36,1,27,1,55.0,1,87.0,1.0,7128.82,2024-11-04 08:09:59,2
67.15,2023-11-20 17:17:05,1,16,2,59.0,0,14.0,1.0,9028.49,2024-11-04 08:10:53,3
102.67,2023-05-10 17:41:59,1,0,1,79.0,2,119.0,1.0,4656.94,2024-11-04 08:06:32,2
460.09,2023-03-06 17:05:25,0,14,2,35.0,0,146.0,3.0,6990.64,2024-11-04 08:08:33,3
453.49,2023-01-02 16:06:29,1,39,1,66.0,0,147.0,1.0,6366.43,2024-11-04 08:08:56,2
267.17,2023-08-24 16:56:36,1,39,0,26.0,3,170.0,1.0,1382.62,2024-11-04 08:07:54,0
111.26,2023-08-18 17:07:18,1,4,0,66.0,0,43.0,1.0,14350.11,2024-11-04 08:07:47,3
121.17,2023-12-25 17:31:16,1,31,0,68.0,0,158.0,1.0,12990.77,2024-11-04 08:10:12,3
213.28,2023-12-25 18:29:05,1,23,1,51.0,2,94.0,1.0,4835.91,2024-11-04 08:11:27,2
187.88,2023-08-10 16:39:44,1,26,0,60.0,1,180.0,1.0,2154.58,2024-11-04 08:10:56,2
471.88,2023-10-30 18:44:22,0,38,2,34.0,0,141.0,1.0,14833.34,2024-11-04 08:07:00,3
83.79,2023-10-12 16:37:49,1,26,0,57.0,1,47.0,1.0,5061.3,2024-11-04 08:09:05,2
212.14,2023-08-14 17:28:37,1,2,1,72.0,2,105.0,1.0,7225.06,2024-11-04 08:08:46,2
99.16,2023-02-28 17:55:00,1,37,2,79.0,2,202.0,1.0,2607.58,2024-11-04 08:10:27,2
839.33,2023-05-02 16:03:23,0,21,1,60.0,0,86.0,1.0,11538.97,2024-11-04 08:09:21,3
29.91,2023-07-31 16:26:33,0,30,2,76.0,2,43.0,3.0,2834.84,2024-11-04 08:08:39,2
4.24,2023-04-17 16:46:31,1,36,2,38.0,1,38.0,1.0,7822.73,2024-11-04 08:07:54,3
50.29,2023-09-18 16:13:38,0,33,2,58.0,0,64.0,1.0,7604.9,2024-11-04 08:07:16,2
135.85,2023-08-03 17:25:57,1,14,2,57.0,2,269.0,1.0,1480.39,2024-11-04 08:08:16,1
368.53,2023-04-03 16:09:09,1,33,1,68.0,0,34.0,1.0,13696.31,2024-11-04 08:06:56,3
17.95,2023-06-05 17:22:19,0,34,1,64.0,0,135.0,1.0,12344.9,2024-11-04 08:09:36,3
127.8,2023-03-02 16:05:52,0,41,1,31.0,1,47.0,1.0,8630.99,2024-11-04 08:07:02,3
16.73,2023-02-22 17:39:54,1,15,2,45.0,1,48.0,1.0,2202.62,2024-11-04 08:09:36,2
317.12,2023-12-11 16:03:50,1,13,1,44.0,0,80.0,1.0,14409.74,2024-11-04 08:08:08,3
476.63,2023-07-25 17:17:49,1,5,0,79.0,2,115.0,1.0,4894.25,2024-11-04 08:09:09,2
156.58,2023-09-18 16:03:10,1,32,1,24.0,3,160.0,1.0,8981.61,2024-11-04 08:09:39,3
55.12,2023-09-18 16:19:03,0,15,2,34.0,1,261.0,1.0,3791.99,2024-11-04 08:11:19,1
15.74,2023-01-09 16:05:02,1,10,1,27.0,3,38.0,1.0,690.16,2024-11-04 08:10:02,0
353.68,2023-11-06 16:32:58,1,19,1,70.0,2,145.0,1.0,6777.12,2024-11-04 08:08:35,2
297.15,2023-10-12 18:11:27,1,31,2,76.0,2,178.0,1.0,5449.37,2024-11-04 08:10:07,2
647.85,2023-12-04 16:31:42,1,29,1,36.0,0,121.0,1.0,13779.97,2024-11-04 08:09:34,3
75.04,2023-07-27 17:04:46,1,12,0,49.0,1,178.0,1.0,9648.6,2024-11-04 08:07:28,1
273.92,2023-05-08 17:54:56,1,41,2,28.0,3,35.0,1.0,1029.15,2024-11-04 08:09:46,0
215.8,2023-05-18 16:03:58,0,17,1,51.0,2,66.0,1.0,3656.62,2024-11-04 08:08:31,2
963.77,2023-07-11 16:45:22,1,21,0,41.0,1,248.0,1.0,6710.51,2024-11-04 08:10:12,1
420.6,2023-04-17 16:10:19,1,21,1,26.0,3,55.0,1.0,1778.75,2024-11-04 08:09:30,0
688.36,2023-06-30 16:31:49,0,22,1,23.0,3,22.0,1.0,5191.13,2024-11-04 08:11:05,0
285.18,2023-03-08 16:39:14,0,34,1,55.0,0,150.0,1.0,14847.97,2024-11-04 08:09:38,3
213.55,2023-03-30 16:00:25,1,4,0,63.0,0,15.0,1.0,5238.37,2024-11-04 08:07:06,2
463.11,2023-09-26 16:50:05,0,19,1,51.0,0,159.0,1.0,10238.82,2024-11-04 08:07:18,3
150.03,2023-07-10 16:17:21,1,8,0,73.0,3,176.0,1.0,7491.42,2024-11-04 08:11:30,2
211.36,2023-10-09 16:00:26,1,14,1,51.0,2,131.0,1.0,2116.36,2024-11-04 08:07:48,2
309.56,2023-06-05 17:29:48,1,5,2,58.0,0,147.0,1.0,972.04,2024-11-04 08:09:17,2
377.08,2023-02-15 17:33:23,0,23,1,26.0,3,71.0,1.0,6430.86,2024-11-04 08:10:33,0
77.25,2023-12-22 17:49:57,1,41,1,68.0,0,157.0,1.0,14077.97,2024-11-04 08:07:50,3
146.92,2023-09-08 16:28:54,1,32,0,64.0,2,272.0,1.0,3990.6,2024-11-04 08:07:41,1
126.6,2023-05-26 16:00:45,1,35,1,22.0,3,146.0,1.0,961.65,2024-11-04 08:08:35,0
101.34,2023-03-03 17:49:53,1,4,0,24.0,3,46.0,1.0,703.26,2024-11-04 08:10:15,0
184.97,2023-06-26 16:46:41,1,10,1,58.0,0,268.0,1.0,1156.67,2024-11-04 08:11:06,1
451.15,2023-02-27 16:47:50,1,7,0,46.0,1,175.0,1.0,1356.47,2024-11-04 08:10:45,1
516.47,2023-12-21 17:00:50,0,5,0,25.0,3,94.0,1.0,1305.06,2024-11-04 08:09:51,0
880.04,2023-10-30 18:58:42,1,34,0,25.0,3,29.0,1.0,261.97,2024-11-04 08:07:37,0
353.69,2023-08-22 16:49:26,1,38,2,45.0,1,163.0,1.0,9500.79,2024-11-04 08:08:51,3
66.69,2023-11-01 16:03:17,0,35,1,25.0,3,140.0,1.0,1210.33,2024-11-04 08:07:16,0
95.75,2023-07-12 16:54:53,1,20,1,31.0,1,169.0,1.0,337.62,2024-11-04 08:07:32,0
43.91,2023-08-17 18:31:23,1,0,2,27.0,3,86.0,1.0,4734.110000000001,2024-11-04 08:12:22,0
98.03,2023-12-18 18:41:26,1,12,1,54.0,1,165.0,1.0,6323.45,2024-11-04 08:08:36,1
617.66,2023-02-16 17:05:58,1,4,0,42.0,1,128.0,1.0,7155.95,2024-11-04 08:08:03,3
888.57,2023-06-13 16:24:43,1,35,2,62.0,2,102.0,1.0,7896.14,2024-11-04 08:10:57,2
107.48,2023-12-04 18:01:53,1,29,1,22.0,3,129.0,1.0,591.23,2024-11-04 08:08:11,0
36.57,2023-08-07 16:49:34,1,29,0,62.0,2,69.0,1.0,2583.07,2024-11-04 08:07:02,2
575.62,2023-06-12 18:30:51,1,28,2,43.0,0,129.0,1.0,234.41,2024-11-04 08:11:33,0
84.89,2023-05-22 17:27:11,1,38,0,37.0,1,70.0,1.0,4735.61,2024-11-04 08:12:16,0
832.3,2023-07-12 16:55:44,0,2,1,69.0,2,86.0,1.0,4734.110000000001,2024-11-04 08:06:47,2
180.65,2023-12-04 17:54:09,1,5,1,22.0,3,38.0,5.0,816.01,2024-11-04 08:09:50,0
7.76,2023-03-27 17:16:08,0,19,2,52.0,2,84.0,1.0,7393.11,2024-11-04 08:12:15,3
109.3,2023-08-02 16:52:15,1,13,1,56.0,0,27.0,1.0,13510.11,2024-11-04 08:06:29,3
230.08,2023-05-01 16:23:40,1,2,2,79.0,2,124.0,1.0,4466.1,2024-11-04 08:11:47,2
361.92,2023-02-20 16:08:48,1,11,0,54.0,2,111.0,1.0,7474.31,2024-11-04 08:10:23,3
71.29,2023-02-02 17:02:05,1,6,0,68.0,2,55.0,2.0,7225.63,2024-11-04 08:07:50,2
122.45,2023-01-16 16:50:13,1,27,1,46.0,0,98.0,1.0,7255.49,2024-11-04 08:07:54,3
642.53,2023-08-14 16:36:43,1,23,0,65.0,0,128.0,1.0,11417.91,2024-11-04 08:12:10,3
62.86,2023-05-08 16:24:00,1,15,1,25.0,3,31.0,1.0,1040.43,2024-11-04 08:10:33,0
175.21,2023-12-21 18:44:40,0,23,0,69.0,0,69.0,1.0,6039.04,2024-11-04 08:08:37,2
168.0,2023-08-24 16:01:40,0,40,1,32.0,1,11.0,1.0,3498.58,2024-11-04 08:12:20,0
11.46,2023-10-09 16:50:41,1,6,2,67.0,2,73.0,1.0,6628.75,2024-11-04 08:07:19,2
382.07,2023-06-05 17:48:07,0,29,1,62.0,0,147.0,1.0,10156.09,2024-11-04 08:08:17,3
13.48,2023-09-20 17:49:53,1,19,2,18.0,3,20.0,3.0,521.88,2024-11-04 08:10:20,0
65.32,2023-11-02 16:15:50,1,23,0,28.0,3,54.0,1.0,9165.02,2024-11-04 08:11:09,3
83.07,2023-01-06 16:13:53,1,24,1,27.0,1,291.0,4.0,6704.76,2024-11-04 08:10:42,1
730.1,2023-07-25 18:04:46,0,6,1,77.0,2,93.0,1.0,6384.05,2024-11-04 08:06:48,2
85.31,2023-12-11 16:06:04,1,18,0,62.0,2,27.0,1.0,6095.65,2024-11-04 08:08:13,2
726.61,2023-11-03 16:31:22,1,31,0,18.0,3,277.0,1.0,1008.76,2024-11-04 08:10:14,0
130.4,2023-04-03 16:31:32,1,33,1,45.0,1,63.0,1.0,4381.24,2024-11-04 08:09:41,2
68.1,2023-01-02 16:00:06,1,25,0,20.0,3,47.0,1.0,1382.8,2024-11-04 08:10:15,0
65.26,2023-12-08 17:05:35,1,34,1,26.0,3,72.0,1.0,7380.63,2024-11-04 08:10:54,3
191.62,2023-07-28 17:19:48,1,17,1,63.0,0,51.0,1.0,1981.67,2024-11-04 08:07:04,2
212.88,2023-05-19 18:44:23,1,14,2,39.0,0,122.0,1.0,7036.72,2024-11-04 08:11:36,3
88.38,2023-01-17 16:10:33,1,41,0,30.0,1,138.0,1.0,3707.82,2024-11-04 08:08:14,0
48.77,2023-06-15 17:49:07,1,2,2,42.0,1,51.0,1.0,2040.16,2024-11-04 08:08:21,0
289.1,2023-07-11 16:08:55,1,3,0,27.0,3,206.0,1.0,4734.110000000001,2024-11-04 08:09:54,1
390.09,2023-10-09 16:52:40,1,12,2,26.0,1,49.0,1.0,2617.23,2024-11-04 08:10:14,0
48.29,2023-09-25 17:58:54,1,36,2,37.0,1,242.0,1.0,8883.4,2024-11-04 08:07:56,1
333.83,2023-07-31 17:46:50,1,14,0,63.0,2,135.0,1.0,1660.66,2024-11-04 08:11:07,2
1074.29,2023-01-05 16:43:14,1,32,1,67.0,2,79.0,1.0,2011.6,2024-11-04 08:11:13,2
100.27,2023-07-10 17:25:41,1,24,2,79.0,2,51.0,1.0,4309.9,2024-11-04 08:10:38,2
44.54,2023-10-16 16:23:58,1,35,0,31.0,1,164.0,1.0,362.4,2024-11-04 08:07:59,0
1156.18,2023-09-21 16:11:47,0,31,1,52.0,0,40.0,1.0,836.69,2024-11-04 08:11:37,2
82.17,2023-12-18 18:25:05,1,13,1,28.0,3,21.0,1.0,1913.06,2024-11-04 08:09:37,0
1045.45,2023-10-30 16:45:47,1,3,2,19.0,3,150.0,1.0,563.46,2024-11-04 08:11:59,0
447.42,2023-12-18 16:32:56,1,5,2,32.0,1,65.0,1.0,6133.22,2024-11-04 08:08:15,3
590.26,2023-06-19 16:20:40,0,2,1,25.0,3,48.0,1.0,1068.28,2024-11-04 08:08:42,0
192.73,2023-10-16 16:51:25,1,25,1,71.0,2,157.0,1.0,2037.75,2024-11-04 08:11:39,2
146.01,2023-04-25 16:28:35,1,37,2,26.0,3,269.0,1.0,221.79,2024-11-04 08:09:53,0
136.05,2023-01-23 16:19:25,1,1,2,24.0,3,63.0,3.0,1127.54,2024-11-04 08:12:00,0
11.57,2023-12-20 16:17:16,0,27,1,56.0,2,64.0,1.0,2061.61,2024-11-04 08:10:56,2
102.34,2023-05-18 16:19:38,1,35,2,51.0,0,78.0,1.0,4734.110000000001,2024-11-04 08:09:36,2
7.82,2023-01-09 17:56:30,1,4,0,36.0,1,273.0,1.0,2240.49,2024-11-04 08:09:35,1
79.43,2023-07-24 17:30:24,1,9,0,74.0,2,72.0,1.0,6579.37,2024-11-04 08:07:37,2
386.97,2023-01-31 16:51:55,1,33,1,58.0,2,137.0,1.0,1876.35,2024-11-04 08:06:24,2
51.22,2023-06-29 16:11:08,1,14,1,23.0,3,82.0,1.0,1664.59,2024-11-04 08:10:07,0
256.05,2023-06-07 16:26:52,1,26,0,54.0,2,35.0,1.0,6910.18,2024-11-04 08:11:46,2
7.79,2023-06-16 17:33:15,1,20,1,34.0,0,298.0,1.0,1319.85,2024-11-04 08:09:15,1
233.71,2023-10-03 17:06:56,1,21,1,63.0,0,11.0,1.0,6095.5,2024-11-04 08:08:48,2
176.37,2023-01-16 16:38:57,1,4,1,55.0,2,126.0,1.0,2420.86,2024-11-04 08:07:09,2
122.63,2023-04-20 18:39:10,1,25,1,21.0,3,153.0,1.0,359.06,2024-11-04 08:10:10,0
86.41,2023-03-27 17:54:30,1,14,0,75.0,2,125.0,1.0,3128.71,2024-11-04 08:11:25,2
21.57,2023-10-26 16:11:13,1,37,0,54.0,2,71.0,1.0,7587.48,2024-11-04 08:09:29,3
82.67,2023-08-25 16:40:17,1,25,1,26.0,3,46.0,1.0,290.59,2024-11-04 08:07:11,0
451.35,2023-09-05 18:45:04,0,3,1,47.0,1,112.0,1.0,7707.96,2024-11-04 08:07:07,3
299.42,,0,38,1,63.0,2,53.0,1.0,4735.41,2024-11-04 08:09:38,2
543.47,2023-08-14 17:18:07,1,20,0,18.0,3,122.0,1.0,6165.03,2024-11-04 08:11:42,0
346.76,2023-12-29 16:32:37,0,38,1,21.0,3,116.0,1.0,1637.75,2024-11-04 08:09:55,0
47.48,2023-02-20 16:47:23,1,12,1,24.0,3,66.0,1.0,585.52,2024-11-04 08:08:50,0
64.92,2023-05-19 18:47:11,1,1,1,58.0,1,236.0,1.0,5481.76,2024-11-04 08:11:10,1
